timestamp;eventTime;date;hour;service;requests;unique_events;cost
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;logs;71;2;0.00028400
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;rds;60;1;0.00024000
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;s3;437;15;0.00174800
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;sns;48;1;0.00019200
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;sqs;1;1;0.00000400
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;sts;1189;2;0.00475600
2019-04-01 00:00:00;2019-04-01 00:00:00;2019-04-01;0;unknown;983;203;0.00393200
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;cloudtrail;186;2;0.00074400
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;ec2;6129;110;0.02451600
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;elb;214;1;0.00085600
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;iam;986;21;0.00394400
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;lambda;123;4;0.00049200
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;logs;87;2;0.00034800
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;rds;153;1;0.00061200
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;s3;443;23;0.00177200
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;sns;94;1;0.00037600
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;sts;1310;2;0.00524000
2019-05-01 00:00:00;2019-05-01 00:00:00;2019-05-01;0;unknown;1011;95;0.00404400
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;cloudtrail;153;2;0.00061200
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;ec2;8992;128;0.03596800
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;elb;132;1;0.00052800
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;iam;783;19;0.00313200
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;lambda;1149;3;0.00459600
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;logs;103;2;0.00041200
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;rds;64;1;0.00025600
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;s3;7851;17;0.03140400
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;sns;48;1;0.00019200
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;sqs;1;1;0.00000400
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;sts;1423;3;0.00569200
2019-06-01 00:00:00;2019-06-01 00:00:00;2019-06-01;0;unknown;627;125;0.00250800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;cloudtrail;98;2;0.00039200
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;ec2;7213;251;0.02885200
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;elb;147;1;0.00058800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;iam;8586;19;0.03434400
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;lambda;237;4;0.00094800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;logs;152;2;0.00060800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;rds;107;1;0.00042800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;s3;1695;17;0.00678000
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;sns;69;2;0.00027600
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;sqs;2;1;0.00000800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;sts;1547;3;0.00618800
2019-07-01 00:00:00;2019-07-01 00:00:00;2019-07-01;0;unknown;2116;329;0.00846400
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;cloudtrail;142;3;0.00056800
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;ec2;698082;88;2.79232800
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;elb;165;1;0.00066000
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;iam;1274;25;0.00509600
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;lambda;209;5;0.00083600
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;logs;122;3;0.00048800
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;rds;82;1;0.00032800
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;s3;2648;18;0.01059200
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;sns;65;1;0.00026000
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;sts;4026;2;0.01610400
2019-08-01 00:00:00;2019-08-01 00:00:00;2019-08-01;0;unknown;4044;89;0.01617600
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;cloudtrail;40;1;0.00016000
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;ec2;14241;106;0.05696400
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;elb;15;1;0.00006000
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;iam;931;19;0.00372400
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;lambda;94;3;0.00037600
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;logs;101;1;0.00040400
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;rds;4;1;0.00001600
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;s3;343;5;0.00137200
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;sns;17;1;0.00006800
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;sts;1529;2;0.00611600
2019-09-01 00:00:00;2019-09-01 00:00:00;2019-09-01;0;unknown;509;98;0.00203600
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;cloudtrail;83;2;0.00033200
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;ec2;5627;259;0.02250800
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;elb;129;1;0.00051600
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;iam;625;21;0.00250000
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;lambda;129;5;0.00051600
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;logs;93;2;0.00037200
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;rds;81;1;0.00032400
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;s3;709;11;0.00283600
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;sns;99;2;0.00039600
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;sqs;2;1;0.00000800
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;sts;1319;2;0.00527600
2019-10-01 00:00:00;2019-10-01 00:00:00;2019-10-01;0;unknown;1769;347;0.00707600
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;cloudtrail;10;2;0.00004000
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;ec2;5498;247;0.02199200
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;elb;1;1;0.00000400
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;iam;945;22;0.00378000
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;lambda;160;5;0.00064000
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;logs;82;1;0.00032800
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;rds;8;1;0.00003200
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;s3;608;5;0.00243200
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;sns;20;2;0.00008000
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;sqs;10;1;0.00004000
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;sts;1916;2;0.00766400
2019-11-01 00:00:00;2019-11-01 00:00:00;2019-11-01;0;unknown;2498;370;0.00999200
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;cloudtrail;16;1;0.00006400
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;ec2;2362;37;0.00944800
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;elb;32;1;0.00012800
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;iam;308;15;0.00123200
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;lambda;55;2;0.00022000
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;logs;77;1;0.00030800
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;rds;16;1;0.00006400
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;s3;280;5;0.00112000
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;sns;16;1;0.00006400
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;sts;1914;2;0.00765600
2019-12-01 00:00:00;2019-12-01 00:00:00;2019-12-01;0;unknown;130;22;0.00052000
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;cloudtrail;284;2;0.00113600
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;ec2;8082;250;0.03232800
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;elb;316;1;0.00126400
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;iam;999;24;0.00399600
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;lambda;283;4;0.00113200
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;logs;90;2;0.00036000
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;rds;230;1;0.00092000
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;s3;734;10;0.00293600
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;sns;128;2;0.00051200
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;sqs;1;1;0.00000400
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;sts;2320;2;0.00928000
2020-01-01 00:00:00;2020-01-01 00:00:00;2020-01-01;0;unknown;1822;338;0.00728800
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;cloudtrail;89;2;0.00035600
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;cloudwatch;3;2;0.00001200
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;ec2;6277;260;0.02510800
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;elb;65;1;0.00026000
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;iam;688;21;0.00275200
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;lambda;135;6;0.00054000
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;logs;109;2;0.00043600
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;rds;63;1;0.00025200
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;s3;447;9;0.00178800
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;sns;41;3;0.00016400
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;sqs;3;1;0.00001200
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;sts;2003;2;0.00801200
2020-02-01 00:00:00;2020-02-01 00:00:00;2020-02-01;0;unknown;2057;360;0.00822800
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;cloudtrail;77;3;0.00030800
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;ec2;9890;286;0.03956000
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;elb;146;1;0.00058400
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;iam;1090;21;0.00436000
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;lambda;190;4;0.00076000
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;logs;142;3;0.00056800
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;rds;77;1;0.00030800
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;s3;5143;11;0.02057200
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;sns;61;2;0.00024400
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;sqs;6;1;0.00002400
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;sts;2232;3;0.00892800
2020-03-01 00:00:00;2020-03-01 00:00:00;2020-03-01;0;unknown;2497;382;0.00998800
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;cloudtrail;174;2;0.00069600
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;ec2;7530;284;0.03012000
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;elb;198;1;0.00079200
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;iam;1117;24;0.00446800
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;lambda;227;6;0.00090800
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;logs;162;2;0.00064800
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;rds;95;1;0.00038000
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;s3;590;15;0.00236000
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;sns;88;2;0.00035200
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;sqs;5;1;0.00002000
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;sts;2287;2;0.00914800
2020-04-01 00:00:00;2020-04-01 00:00:00;2020-04-01;0;unknown;2814;383;0.01125600
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;cloudtrail;110;2;0.00044000
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;ec2;7153;316;0.02861200
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;elb;146;1;0.00058400
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;iam;964;20;0.00385600
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;lambda;175;5;0.00070000
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;logs;162;5;0.00064800
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;rds;117;1;0.00046800
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;s3;607;18;0.00242800
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;sns;74;2;0.00029600
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;sqs;5;1;0.00002000
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;sts;2162;2;0.00864800
2020-05-01 00:00:00;2020-05-01 00:00:00;2020-05-01;0;unknown;2728;396;0.01091200
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;cloudtrail;237;2;0.00094800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;ec2;11827;353;0.04730800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;elb;337;1;0.00134800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;iam;1093;21;0.00437200
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;lambda;272;5;0.00108800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;logs;115;3;0.00046000
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;rds;282;1;0.00112800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;s3;229;5;0.00091600
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;sns;187;2;0.00074800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;sqs;15;1;0.00006000
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;sts;2107;3;0.00842800
2020-06-01 00:00:00;2020-06-01 00:00:00;2020-06-01;0;unknown;6558;477;0.02623200
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;cloudtrail;209;2;0.00083600
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;ec2;10149;307;0.04059600
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;elb;256;1;0.00102400
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;iam;1064;23;0.00425600
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;lambda;217;4;0.00086800
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;logs;114;5;0.00045600
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;rds;204;1;0.00081600
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;s3;878;18;0.00351200
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;sns;124;2;0.00049600
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;sqs;7;1;0.00002800
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;sts;2271;2;0.00908400
2020-07-01 00:00:00;2020-07-01 00:00:00;2020-07-01;0;unknown;3992;383;0.01596800
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;cloudtrail;208;2;0.00083200
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;ec2;5353;152;0.02141200
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;elb;132;1;0.00052800
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;iam;924;20;0.00369600
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;lambda;116;2;0.00046400
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;logs;90;4;0.00036000
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;rds;52;1;0.00020800
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;s3;1525;26;0.00610000
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;sns;50;1;0.00020000
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;sts;2150;3;0.00860000
2020-08-01 00:00:00;2020-08-01 00:00:00;2020-08-01;0;unknown;947;86;0.00378800
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;cloudtrail;96;3;0.00038400
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;ec2;7555;306;0.03022000
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;elb;120;1;0.00048000
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;iam;1291;22;0.00516400
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;lambda;188;5;0.00075200
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;logs;155;5;0.00062000
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;rds;83;1;0.00033200
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;s3;1599;29;0.00639600
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;sns;156;2;0.00062400
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;sqs;44;1;0.00017600
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;sts;2237;2;0.00894800
2020-09-01 00:00:00;2020-09-01 00:00:00;2020-09-01;0;unknown;10412;393;0.04164800
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;cloudtrail;23;2;0.00009200
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;ec2;2632;267;0.01052800
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;elb;32;1;0.00012800
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;iam;284;22;0.00113600
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;lambda;45;4;0.00018000
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;logs;18;2;0.00007200
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;rds;48;1;0.00019200
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;s3;23785;22;0.09514000
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;sns;28;2;0.00011200
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;sqs;5;1;0.00002000
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;sts;470;2;0.00188000
2020-10-01 00:00:00;2020-10-01 00:00:00;2020-10-01;0;unknown;2058;363;0.00823200
